	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
    11300128	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-06-21  36.472  -8.546	2011-02-21  40.292  -12.630	RAFOS	am128.nc
    11300129	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-08-02  36.471  -8.485	2011-02-19  36.969  -13.739	RAFOS	am129.nc
    11300130	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-07-11  36.425  -8.511	2011-05-10  38.608  -11.387	RAFOS	am130.nc
    11300134	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-02-07  36.471  -8.549	2010-11-30  36.580  -13.456	RAFOS	am134.nc
  1130013501	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-04-15  36.464  -8.564	2010-04-17  36.370  -8.592	RAFOS	am135a.nc
  1130013502	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-07-19  36.524  -8.503	2010-11-07  39.315  -10.210	RAFOS	am135b.nc
    11300138	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-02-01  36.464  -8.515	2010-08-18  39.650  -9.887	RAFOS	am138.nc
    11300139	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-08-01  36.474  -8.452	2011-02-06  36.113  -12.742	RAFOS	am139.nc
    11300164	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-07-26  36.540  -8.581	2011-03-08  36.164  -10.248	RAFOS	am164.nc
    11300165	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-05-10  36.433  -8.574	2010-11-10  38.107  -10.671	RAFOS	am165.nc
    11300166	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-06-27  36.525  -8.476	2011-02-17  35.585  -12.689	RAFOS	am166.nc
    11300167	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-07-19  36.576  -8.484	2011-03-21  39.307  -11.073	RAFOS	am167.nc
    11300169	                       A.S.Bower	      WHOI	Med.Undercurrent Seeding	2010-07-25  36.502  -8.496	2011-03-30  33.865  -13.070	RAFOS	am169.nc
  3011400418	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-27  33.675  -23.965	2014-12-26  28.702  -19.167	RAFOS	can418.nc
  3011400419	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-28  32.679  -23.935	2014-12-15  31.046  -20.853	RAFOS	can419.nc
  3011400420	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-28  31.988  -24.013	2014-12-27  27.573  -27.568	RAFOS	can420.nc
  3011400421	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2014-01-04  31.751  -19.929	2014-12-10  31.139  -25.229	RAFOS	can421.nc
  3011400422	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-29  35.977  -22.534	2014-11-15  35.030  -16.102	RAFOS	can422.nc
  3011400423	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2014-01-02  35.689  -21.973	2015-01-01  32.535  -13.482	RAFOS	can423.nc
  3011400425	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-27  32.966  -23.979	2015-06-15  33.001  -9.699	RAFOS	can425.nc
  3011400426	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-25  36.017  -22.586	2015-01-28  39.712  -19.572	RAFOS	can426.nc
  3011400427	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-31  34.039  -21.892	2015-02-12  35.164  -23.038	RAFOS	can427.nc
  3011400428	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2014-01-02  36.249  -21.501	2014-05-31  36.803  -23.088	RAFOS	can428.nc
  3011400429	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-27  32.336  -24.000	2014-12-24  32.087  -20.803	RAFOS	can429.nc
  3011400430	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2014-03-03  35.551  -23.815	2014-07-28  35.550  -31.168	RAFOS	can430.nc
  3011400431	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-30  31.918  -20.513	2014-01-04  31.755  -20.647	RAFOS	can431.nc
  3011400432	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2014-01-01  35.051  -22.032	2014-10-06  37.769  -30.349	RAFOS	can432.nc
  3011400434	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-27  33.371  -23.809	2014-01-10  33.470  -21.929	RAFOS	can434.nc
  3011400436	                    Knoll,Cantos	 IFM,AINCO	                  CANIGO	2013-12-26  36.441  -24.235	2014-12-03  32.897  -27.207	RAFOS	can436.nc
  3011400438	                           Ambar	   ULisboa	                  CANIGO	2014-02-21  36.334  -8.336	2014-06-06  37.719  -13.401	RAFOS	can438.nc
  3011400440	                           Ambar	   ULisboa	                  CANIGO	2014-07-04  36.551  -8.337	2014-12-05  41.278  -9.375	RAFOS	can440.nc
  3011400441	                           Ambar	   ULisboa	                  CANIGO	2014-07-04  35.802  -8.593	2015-06-08  36.760  -12.352	RAFOS	can441.nc
  3011400442	                           Ambar	   ULisboa	                  CANIGO	2014-10-25  36.641  -8.410	2015-09-28  36.199  -14.987	RAFOS	can442.nc
  3011400443	                           Ambar	   ULisboa	                  CANIGO	2014-07-27  36.034  -8.476	2015-06-19  36.336  -14.465	RAFOS	can443.nc
  3011400445	                           Ambar	   ULisboa	                  CANIGO	2014-07-03  36.286  -8.939	2015-02-16  38.403  -12.076	RAFOS	can445.nc
  3011400447	                           Ambar	   ULisboa	                  CANIGO	2014-12-15  36.623  -8.473	2015-06-13  38.257  -13.591	RAFOS	can447.nc
  3011400448	                           Ambar	   ULisboa	                  CANIGO	2014-10-25  36.310  -8.362	2015-09-28  37.172  -11.529	RAFOS	can448.nc
  3011400449	                           Ambar	   ULisboa	                  CANIGO	2015-02-14  36.582  -8.313	2015-07-07  38.166  -9.756	RAFOS	can449.nc
  3011400450	                           Ambar	   ULisboa	                  CANIGO	2014-02-21  36.320  -8.343	2014-12-14  35.710  -16.234	RAFOS	can450.nc
  3011400451	                           Ambar	   ULisboa	                  CANIGO	2014-07-29  36.140  -8.501	2015-07-01  35.932  -16.877	RAFOS	can451.nc
  3011400452	                           Ambar	   ULisboa	                  CANIGO	2014-07-28  36.564  -8.349	2014-11-28  38.083  -10.954	RAFOS	can452.nc
  3011400454	                           Ambar	   ULisboa	                  CANIGO	2014-07-05  36.285  -9.109	2015-01-03  38.579  -11.090	RAFOS	can454.nc
  3011400455	                           Ambar	   ULisboa	                  CANIGO	2014-10-26  36.595  -8.375	2015-09-28  36.615  -10.605	RAFOS	can455.nc
  3011400456	                           Ambar	   ULisboa	                  CANIGO	2014-07-05  35.797  -8.573	2014-10-02  35.570  -8.380	RAFOS	can456.nc
  3011400457	                           Ambar	   ULisboa	                  CANIGO	2014-12-15  36.569  -8.415	2015-11-18  36.572  -15.863	RAFOS	can457.nc
  3011400458	                           Ambar	   ULisboa	                  CANIGO	2014-07-03  36.585  -8.322	2014-12-04  38.845  -10.942	RAFOS	can458.nc
  3011400459	                           Ambar	   ULisboa	                  CANIGO	2014-12-14  36.187  -8.521	2015-04-27  38.626  -12.618	RAFOS	can459.nc
  3011400460	                           Ambar	   ULisboa	                  CANIGO	2015-02-14  36.567  -8.338	2015-06-09  36.337  -12.676	RAFOS	can460.nc
  3011400461	                           Ambar	   ULisboa	                  CANIGO	2014-10-25  36.439  -8.432	2015-01-15  35.786  -9.769	RAFOS	can461.nc
  4021100030	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-13  -36.814  -37.551	2011-02-09  -34.761  -41.125	RAFOS	dbk030.nc
  4021100037	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-01-24  -21.008  -16.081	2012-04-15  -21.572  -13.180	RAFOS	dbk037.nc
  4021100043	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-26  -21.021  -15.035	2011-09-18  -20.728  -13.953	RAFOS	dbk043.nc
  4021100047	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-26  -21.976  -16.154	2012-01-16  -23.021  -18.773	RAFOS	dbk047.nc
  4021100051	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-26  -22.964  -17.294	2011-08-18  -21.117  -17.875	RAFOS	dbk051.nc
  4021100057	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-28  -23.984  -18.628	2011-09-18  -23.586  -21.521	RAFOS	dbk057.nc
  4021100058	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-28  -25.018  -19.736	2011-11-18  -23.968  -18.922	RAFOS	dbk058.nc
  4021100066	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-10  -29.494  -42.789	2009-08-06  -31.549  -47.236	RAFOS	dbk066.nc
  4021100067	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-13  -28.418  -44.698	2010-01-31  -32.457  -48.019	RAFOS	dbk067.nc
  4021100069	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-31  -33.327  -28.773	2011-11-22  -33.179  -33.509	RAFOS	dbk069.nc
  4021100070	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-14  -31.176  -39.382	2009-11-06  -32.035  -44.197	RAFOS	dbk070.nc
  4021100071	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-14  -31.191  -39.372	2009-06-20  -30.526  -40.765	RAFOS	dbk071.nc
  4021100072	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-24  -31.741  -38.525	2009-08-10  -31.413  -42.490	RAFOS	dbk072.nc
  4021100074	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-17  -31.991  -35.867	2010-04-02  -31.042  -44.195	RAFOS	dbk074.nc
  4021100076	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-20  -33.847  -30.846	2009-08-12  -35.362  -31.600	RAFOS	dbk076.nc
  4021100078	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-29  -26.952  -22.257	2011-09-20  -26.082  -25.989	RAFOS	dbk078.nc
  4021100084	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-22  -31.679  -28.777	2009-08-18  -30.557  -32.720	RAFOS	dbk084.nc
  4021100085	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-29  -28.010  -23.441	2012-04-18  -29.074  -37.633	RAFOS	dbk085.nc
  4021100086	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-25  -30.221  -31.228	2010-04-16  -31.904  -40.971	RAFOS	dbk086.nc
  4021100087	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-24  -28.271  -33.585	2009-08-19  -27.144  -35.898	RAFOS	dbk087.nc
  4021100088	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-26  -27.252  -34.302	2009-06-19  -26.927  -34.320	RAFOS	dbk088.nc
  4021100089	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-25  -26.895  -34.783	2009-08-20  -26.464  -34.686	RAFOS	dbk089.nc
  4021100090	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-05-25  -25.330  -36.914	2009-11-19  -23.907  -39.989	RAFOS	dbk090.nc
  4021100091	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-07-20  -25.029  -36.892	2010-02-20  -27.041  -40.285	RAFOS	dbk091.nc
  4021100093	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2009-06-10  -29.996  -38.787	2009-10-10  -30.688  -44.307	RAFOS	dbk093.nc
  4021100095	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-29  -28.906  -24.707	2011-08-22  -25.751  -34.121	RAFOS	dbk095.nc
  4021100096	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-30  -30.023  -26.153	2011-09-22  -28.174  -38.147	RAFOS	dbk096.nc
  4021100097	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-30  -30.820  -27.439	2012-01-20  -27.564  -41.300	RAFOS	dbk097.nc
  4021100098	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-05  -35.383  -28.394	2011-09-24  -37.022  -26.594	RAFOS	dbk098.nc
  4021100099	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-30  -31.656  -28.833	2011-08-24  -30.792  -34.909	RAFOS	dbk099.nc
  4021100100	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-31  -34.280  -28.464	2011-08-25  -34.515  -29.324	RAFOS	dbk100.nc
  4021100101	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-11  -35.696  -30.625	2012-04-23  -35.523  -29.099	RAFOS	dbk101.nc
  4021100102	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-10  -36.723  -31.485	2011-08-27  -38.641  -32.762	RAFOS	dbk102.nc
  4021100103	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-10-30  -32.482  -28.763	2011-04-09  -31.127  -30.026	RAFOS	dbk103.nc
  4021100104	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-11  -37.597  -32.349	2011-10-03  -41.508  -28.804	RAFOS	dbk104.nc
  4021100106	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-17  -39.925  -34.703	2011-06-30  -41.769  -19.613	RAFOS	dbk106.nc
  4021100107	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-11  -39.270  -34.005	2011-07-25  -42.251  -13.516	RAFOS	dbk107.nc
  4021100108	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-12  -38.617  -34.794	2011-12-05  -39.119  -26.745	RAFOS	dbk108.nc
  4021100109	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-12  -37.730  -36.245	2011-09-06  -37.055  -31.928	RAFOS	dbk109.nc
  4021100111	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-11-13  -34.994  -40.011	2011-09-07  -38.071  -31.610	RAFOS	dbk111.nc
  4021100112	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2010-12-01  -34.187  -41.170	2011-12-05  -37.762  -38.220	RAFOS	dbk112.nc
  4021100113	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-08  0.019  -25.240	2012-03-28  1.507  -40.262	RAFOS	dbk113.nc
  4021100114	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-08  -1.094  -25.102	2011-10-17  0.049  -25.932	RAFOS	dbk114.nc
  4021100116	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-08  -3.011  -25.526	2012-12-24  -4.649  -31.082	RAFOS	dbk116.nc
  4021100118	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-10  -4.055  -25.984	2012-03-29  -10.553  -34.439	RAFOS	dbk118.nc
  4021100119	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-10  -5.040  -26.400	2012-06-27  -10.367  -33.989	RAFOS	dbk119.nc
  4021100120	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-10  -6.000  -26.931	2012-03-29  -5.095  -12.310	RAFOS	dbk120.nc
  4021100123	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-10  -6.978  -27.419	2012-09-25  -8.656  -31.138	RAFOS	dbk123.nc
  4021100124	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-10  -7.991  -27.930	2012-04-01  -9.122  -26.745	RAFOS	dbk124.nc
  4021100128	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-12  -10.971  -29.253	2013-03-27  -8.678  -33.126	RAFOS	dbk128.nc
  4021100129	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-12  -12.022  -29.778	2012-04-02  -12.081  -27.789	RAFOS	dbk129.nc
  4021100130	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-12  -13.046  -30.388	2012-07-01  -13.334  -34.253	RAFOS	dbk130.nc
  4021100131	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-12  -14.211  -31.014	2012-05-02  -13.103  -30.905	RAFOS	dbk131.nc
  4021100132	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-12  -14.909  -31.193	2012-07-01  -16.273  -33.802	RAFOS	dbk132.nc
  4021100133	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-12  -15.994  -31.606	2012-04-02  -15.887  -32.437	RAFOS	dbk133.nc
  4021100135	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-14  -18.013  -32.393	2012-05-02  -15.854  -36.443	RAFOS	dbk135.nc
  4021100136	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-13  -18.485  -32.585	2012-02-19  -18.319  -29.153	RAFOS	dbk136.nc
  4021100138	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-14  -21.035  -32.864	2012-07-01  -19.322  -36.578	RAFOS	dbk138.nc
  4021100140	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-14  -21.956  -32.858	2012-09-30  -23.850  -38.687	RAFOS	dbk140.nc
  4021100141	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-15  -22.487  -32.767	2012-04-05  -20.793  -38.460	RAFOS	dbk141.nc
  4021100142	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-15  -22.997  -32.955	2012-07-06  -23.886  -30.767	RAFOS	dbk142.nc
  4021100143	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-15  -24.032  -33.385	2012-05-07  -22.773  -37.544	RAFOS	dbk143.nc
  4021100144	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-16  -24.979  -33.901	2012-04-16  -22.820  -39.320	RAFOS	dbk144.nc
  4021100145	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-17  -26.054  -34.335	2012-04-07  -28.088  -37.590	RAFOS	dbk145.nc
  4021100146	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-16  -27.016  -34.773	2012-07-06  -26.767  -41.785	RAFOS	dbk146.nc
  4021100147	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-17  -28.006  -35.970	2012-05-05  -29.588  -44.091	RAFOS	dbk147.nc
  4021100148	                     Zenk/Boebel	  IFM-Kiel	   Deep-Basin Experiment	2011-04-17  -29.033  -36.993	2012-10-05  -33.094  -41.832	RAFOS	dbk148.nc
